spectrometer_90_referenz_at_650.00nm_cut_at_1184.50Y_01.dat
02.05.2022
11:30:13
cut middle at Y: 1184.50
top cursor: 1210 down cursor: 1159 mean of: 51 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
625.013	21095.961
625.141	20949.353
625.269	20950.902
625.397	21091.667
625.525	21168.863
625.653	20977.020
625.781	21172.647
625.909	21087.765
626.038	21158.804
626.166	21108.843
626.294	21210.882
626.422	21175.647
626.550	21313.608
626.678	21300.039
626.806	21262.882
626.934	21375.745
627.063	21322.412
627.191	21432.627
627.319	21375.627
627.447	21466.392
627.575	21445.863
627.703	21450.980
627.831	21532.471
627.959	21449.451
628.088	21584.529
628.216	21593.745
628.344	21468.765
628.472	21487.000
628.600	21633.157
628.728	21453.020
628.856	21460.059
628.984	21448.725
629.113	21447.255
629.241	21406.922
629.369	21397.353
629.497	21427.549
629.625	21409.412
629.753	21429.510
629.881	21357.569
630.009	21330.118
630.138	21361.137
630.266	21344.353
630.394	21438.529
630.522	21446.529
630.650	21235.078
630.778	21242.843
630.906	21228.549
631.034	21190.333
631.163	21260.235
631.291	21246.275
631.419	21167.784
631.547	21061.725
631.675	21085.804
631.803	21033.294
631.931	21099.098
632.059	21171.176
632.188	21049.275
632.316	21062.235
632.444	21093.157
632.572	21028.882
632.700	21054.843
632.828	21067.059
632.956	20908.647
633.084	20915.784
633.213	21034.569
633.341	20962.784
633.469	20932.314
633.597	20920.392
633.725	20884.588
633.853	20938.176
633.981	20929.549
634.109	21099.471
634.238	20882.294
634.366	20938.000
634.494	20885.392
634.622	20871.235
634.750	20905.902
634.878	20873.804
635.006	20923.863
635.134	20818.980
635.263	20954.118
635.391	20804.745
635.519	20806.627
635.647	20873.353
635.775	20794.412
635.903	20842.902
636.031	20673.392
636.159	20650.843
636.288	20662.216
636.416	20695.255
636.544	20674.353
636.672	20697.275
636.800	20724.765
636.928	20708.549
637.056	20823.588
637.184	20772.863
637.313	20736.490
637.441	20887.137
637.569	20921.216
637.697	20943.765
637.825	20880.373
637.953	20914.686
638.081	20948.176
638.209	21049.863
638.338	21129.451
638.466	21107.235
638.594	21048.431
638.722	21136.725
638.850	21261.235
638.978	21209.353
639.106	21237.333
639.234	21198.255
639.363	21243.745
639.491	21254.176
639.619	21383.392
