spectrometer_90_40nm_hybrid_at_650.00nm_cut_at_1184.50Y_01.dat
02.05.2022
11:50:02
cut middle at Y: 1184.50
top cursor: 1210 down cursor: 1159 mean of: 51 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
608.741	16116.608
608.869	16112.333
608.997	16157.098
609.125	16144.745
609.253	16154.333
609.381	16077.922
609.509	16040.922
609.638	16119.118
609.766	16061.000
609.894	16088.275
610.022	16007.843
610.150	16092.686
610.278	16003.275
610.406	16049.020
610.534	16077.608
610.663	16032.902
610.791	16157.490
610.919	15931.686
611.047	16130.020
611.175	16026.706
611.303	16088.098
611.431	16071.353
611.559	16072.961
611.688	16062.333
611.816	16073.627
611.944	16058.608
612.072	16080.471
612.200	16137.333
612.328	16183.490
612.456	16096.529
612.584	16259.235
612.713	16116.078
612.841	16210.725
612.969	16174.549
613.097	16182.627
613.225	16122.980
613.353	16215.353
613.481	16098.098
613.609	16192.510
613.738	16170.569
613.866	16252.961
613.994	16246.176
614.122	16277.098
614.250	16293.627
614.378	16326.725
614.506	16296.765
614.634	16366.922
614.763	16339.137
614.891	16361.569
615.019	16363.510
615.147	16515.137
615.275	16431.137
615.403	16488.196
615.531	16501.980
615.659	16577.941
615.788	16549.059
615.916	16654.902
616.044	16607.451
616.172	16750.137
616.300	16594.451
616.428	16689.294
616.556	16683.255
616.684	16745.588
616.813	16740.039
616.941	16788.725
617.069	16762.235
617.197	16994.882
617.325	16921.098
617.453	16861.804
617.581	16904.392
617.709	16803.588
617.838	16862.216
617.966	16867.706
618.094	16919.373
618.222	16889.961
618.350	16965.667
618.478	16788.941
618.606	16984.569
618.734	16986.608
618.863	16999.098
618.991	16924.961
619.119	17027.353
619.247	16932.745
619.375	17019.118
619.503	17026.706
619.631	17151.333
619.759	16961.118
619.888	17021.902
620.016	17136.020
620.144	17105.804
620.272	16999.725
620.400	17123.216
620.528	17065.333
620.656	17201.824
620.784	17157.333
620.913	17137.784
621.041	17147.471
621.169	17212.922
621.297	17141.725
621.425	17165.745
621.553	17201.804
621.681	17293.294
621.809	17273.333
621.938	17271.451
622.066	17398.412
622.194	17321.353
622.322	17372.765
622.450	17398.255
622.578	17350.725
622.706	17419.353
622.834	17447.667
622.963	17510.275
623.091	17483.373
623.219	17516.765
623.347	17608.294
623.475	17545.961
623.603	17523.137
623.731	17612.039
623.859	17693.373
623.988	17754.118
624.116	17749.451
624.244	17855.216
624.372	17810.569
624.500	17850.078
624.628	17853.255
624.756	17923.137
624.884	18073.745
625.013	18117.412
625.141	18010.824
625.269	18054.686
625.397	18126.980
625.525	18204.078
625.653	18070.216
625.781	18240.059
625.909	18170.137
626.038	18178.294
626.166	18182.216
626.294	18173.490
626.422	18231.510
626.550	18293.490
626.678	18321.314
626.806	18206.804
626.934	18286.843
627.063	18297.373
627.191	18318.118
627.319	18344.882
627.447	18324.373
627.575	18322.863
627.703	18333.412
627.831	18453.784
627.959	18447.235
628.088	18455.020
628.216	18517.608
628.344	18414.804
628.472	18431.667
628.600	18642.373
628.728	18423.098
628.856	18425.078
628.984	18408.510
629.113	18350.216
629.241	18362.137
629.369	18315.118
629.497	18345.059
629.625	18319.176
629.753	18220.627
629.881	18263.529
630.009	18295.549
630.138	18306.510
630.266	18291.196
630.394	18430.510
630.522	18377.510
630.650	18210.745
630.778	18140.765
630.906	18131.725
631.034	18070.961
631.163	18174.686
631.291	18182.647
631.419	18117.392
631.547	18037.588
631.675	18033.863
631.803	17990.176
631.931	18035.980
632.059	18151.667
632.188	18010.078
632.316	17950.020
632.444	18108.000
632.572	18034.667
632.700	17949.863
632.828	18025.176
632.956	17956.275
633.084	17897.529
633.213	17996.196
633.341	17894.941
633.469	17929.804
633.597	17848.235
633.725	17830.471
633.853	17877.000
633.981	17856.176
634.109	17981.529
634.238	17755.843
634.366	17760.490
634.494	17770.078
634.622	17787.373
634.750	17761.373
634.878	17777.804
635.006	17796.353
635.134	17776.275
635.263	17830.078
635.391	17730.412
635.519	17728.569
635.647	17781.176
635.775	17734.588
635.903	17703.980
636.031	17600.314
636.159	17597.922
636.288	17576.922
636.416	17543.824
636.544	17594.961
636.672	17603.882
636.800	17654.843
636.928	17606.216
637.056	17717.137
637.184	17672.118
637.313	17617.451
637.441	17680.314
637.569	17778.451
637.697	17796.333
