spectrometer_dunkelfeld_100nm_einzel_at_650.00nm_cut_at_1436.50Y_01.dat
02.05.2022
13:22:18
cut middle at Y: 1436.50
top cursor: 1494 down cursor: 1379 mean of: 115 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
651.919	35123.339
652.047	35156.087
652.175	35159.678
652.303	35213.948
652.431	35244.957
652.559	35305.235
652.688	35287.748
652.816	35361.774
652.944	35220.409
653.072	35252.478
653.200	35219.591
653.328	35308.913
653.456	35276.991
653.584	35369.296
653.713	35435.296
653.841	35431.991
653.969	35465.696
654.097	35476.661
654.225	35588.678
654.353	35566.252
654.481	35591.322
654.609	35608.687
654.738	35667.670
654.866	35627.270
654.994	35716.913
655.122	35759.278
655.250	35729.948
655.378	35569.426
655.506	35699.435
655.634	35704.800
655.763	35578.817
655.891	35690.443
656.019	35642.339
656.147	35655.287
656.275	35684.557
656.403	35659.591
656.531	35689.078
656.659	35698.243
656.788	35714.670
656.916	35736.296
657.044	35753.948
657.172	35743.235
657.300	35896.591
657.428	35745.078
657.556	35779.817
657.684	35718.504
657.813	35708.991
657.941	35718.504
658.069	35637.913
658.197	35645.165
658.325	35731.400
658.453	35636.452
658.581	35612.713
658.709	35618.800
658.838	35730.896
658.966	35625.687
659.094	35636.374
659.222	35622.409
659.350	35543.104
659.478	35637.426
659.606	35692.313
659.734	35666.357
659.863	35565.470
659.991	35584.096
660.119	35620.809
660.247	35787.670
660.375	35618.226
660.503	35635.104
660.631	35727.904
660.759	35658.930
660.888	35679.400
661.016	35667.757
661.144	35597.391
661.272	35757.635
661.400	35671.548
661.528	35731.487
661.656	35739.383
661.784	35769.957
661.913	35829.522
662.041	35917.478
662.169	35836.261
662.297	36087.226
662.425	36014.843
662.553	36111.800
662.681	36044.183
662.809	36083.174
662.938	36041.200
663.066	36128.678
663.194	36131.243
663.322	36178.243
663.450	36242.548
663.578	36242.252
663.706	36385.817
663.834	36338.139
663.963	36331.409
664.091	36347.643
664.219	36449.678
664.347	36513.278
664.475	36578.548
664.603	36474.722
664.731	36442.304
664.859	36514.609
664.988	36552.278
665.116	36503.887
665.244	36559.157
665.372	36582.748
665.500	36687.643
665.628	36664.043
665.756	36650.696
665.884	36664.270
666.013	36673.130
666.141	36749.991
666.269	36783.704
666.397	36784.530
666.525	36842.930
666.653	36904.583
666.781	37002.009
666.909	37005.113
667.038	37130.461
667.166	37126.939
667.294	37144.878
667.422	37131.374
667.550	36982.383
667.678	36982.643
667.806	36995.217
667.934	36915.322
668.063	36833.800
668.191	36909.696
668.319	36963.843
668.447	36930.974
668.575	37042.409
668.703	37024.504
668.831	37079.452
668.959	37017.391
669.088	37141.739
669.216	37005.643
669.344	36972.922
669.472	37007.452
669.600	36945.861
669.728	37039.426
669.856	37016.765
669.984	37006.504
670.113	36973.296
670.241	36944.070
670.369	36916.974
670.497	36860.296
670.625	36781.304
670.753	37007.243
670.881	37005.435
671.009	36804.983
671.138	36728.626
671.266	36600.409
671.394	36487.130
671.522	36459.504
671.650	36328.017
671.778	36340.191
671.906	36260.696
672.034	36312.400
672.163	36232.974
672.291	36300.183
672.419	36255.957
672.547	36215.200
672.675	36183.148
672.803	36047.435
672.931	36036.652
673.059	35969.800
673.188	35836.678
673.316	35649.861
673.444	35616.113
673.572	35607.530
673.700	35424.183
673.828	35431.730
673.956	35330.435
674.084	35267.452
674.213	35224.574
674.341	35137.096
674.469	35050.696
674.597	35042.739
674.725	35102.861
674.853	34911.722
674.981	34900.800
675.109	34796.557
675.238	34624.826
675.366	34538.835
675.494	34438.913
675.622	34407.191
675.750	34347.513
675.878	34203.000
676.006	34182.374
676.134	34163.504
676.263	34147.417
676.391	34054.183
676.519	34028.165
676.647	34065.922
676.775	33897.330
676.903	34003.330
677.031	33798.826
677.159	33779.104
677.288	33953.826
677.416	33730.183
677.544	33699.843
